Id,DisplayName,Views,DownVotes,LastAccessDate,ProfileImageUrl,WebsiteUrl,Reputation,Location,Age,UpVotes,CreationDate,AboutMe,AccountId
7596,Malone,0,0,2016-06-01T19:26:22.363,https://lh3.googleusercontent.com/-SgIHbfrg47M/AAAAAAAAAAI/AAAAAAAAAFs/6RUgG5kWotw/photo.jpg,,1,,,0,2016-06-01T19:26:22.363,,8555841
7597,leonskb4,1,0,2016-08-22T16:12:48.863,https://www.gravatar.com/avatar/6879b1e6ff21308d2107bd73103c5c4a?s=128&d=identicon&r=PG&f=1,http://vflores.url.ph,13,"Bogotá, Colombia",30,0,2016-06-01T19:29:54.567,"<p>Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet.</p><br/>",4262502
7598,Katto,0,0,2016-06-01T20:01:27.750,https://www.gravatar.com/avatar/484396b3fe787a327e20fbcafcc12264?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T20:01:27.750,,8556013
7599,Freddy ,0,0,2016-06-30T14:18:19.753,https://www.gravatar.com/avatar/560bd4181daa8a6d9575919ef4535547?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T20:04:34.767,,8556030
7600,CristhianRuizG_CR9,0,0,2016-06-01T20:08:01.380,https://i.stack.imgur.com/oUiSf.jpg?s=128&g=1,,1,,,0,2016-06-01T20:08:01.380,,8556044
7601,MichaelCardoza,2,0,2016-08-14T17:05:58.087,https://www.gravatar.com/avatar/3ea401ca825b3f2c0b1c89f8c61ecaac?s=128&d=identicon&r=PG,http://www.michaelcardoza.com,14,"Trujillo, La Libertad, Peru",24,0,2016-06-01T20:13:07.873,,8201641
7602,mindencoded,0,0,2016-07-01T17:09:59.243,https://i.stack.imgur.com/SBexh.jpg,,1,,,0,2016-06-01T20:54:56.560,,8556288
7603,Ferus Olin,0,0,2016-06-01T20:59:12.513,https://www.gravatar.com/avatar/64dd8b4615bb6957156436cc0ad460f8?s=128&d=identicon&r=PG,,101,N/A,,0,2016-06-01T20:59:12.513,"<p>Aspiring entomologist, chemist and myrmecologist. Good fighter, vast knowledge of Star Wars.</p><br/>",8211494
7604,osmoba,0,0,2016-06-01T21:09:50.843,https://www.gravatar.com/avatar/d8c3bf8cb55c5bc916479fbb94800249?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T21:09:50.843,,8556351
7605,Roberto Navarrete,1,0,2016-06-02T13:35:16.357,https://graph.facebook.com/1053948537975193/picture?type=large,,1,,,0,2016-06-01T21:13:34.213,,8556374
7606,Walter,0,0,2016-08-01T03:20:47.823,https://www.gravatar.com/avatar/2929ddbbbff0b19e6a710bc13ba9bb6e?s=128&d=identicon&r=PG,,1,,36,0,2016-06-01T21:25:46.240,"<p>Software Engineer with acknowledge about java, Google App Script, AppEngine, jQuery, WebServices, etc.</p><br/>",2686363
7607,Pablo Poza,0,0,2016-06-01T21:27:36.747,https://www.gravatar.com/avatar/59b44b739c00b3a1e6908cf4b39b33a9?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T21:27:36.747,,8556434
7608,user1451833,0,0,2016-06-01T22:04:38.283,https://www.gravatar.com/avatar/7696a9642836bfe2c68d2ccd06eb2d28?s=128&d=identicon&r=PG,,1,,42,0,2016-06-01T22:04:38.283,,1562214
7609,G. Master,0,0,2016-06-06T15:37:15.753,https://www.gravatar.com/avatar/46fbfe73de720187be7df5733eaadecc?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T22:12:33.937,,8556628
7610,osmodiar16,1,0,2016-08-21T21:19:26.553,https://www.gravatar.com/avatar/214dda01034f247f6e601a8d7bd89025?s=128&d=identicon&r=PG&f=1,,8,"Tegucigalpa, Francisco Morazán, Honduras",18,0,2016-06-01T22:29:18.893,"<p>Estudiante de Ingeniería en Sistemas en UNAH.</p><br/><br/><p>Amante de las matemáticas, con deseos infinitos de superación</p><br/>",8556693
7611,geraqf,0,0,2016-06-02T14:37:55.277,https://www.gravatar.com/avatar/e0dfe73bd32949cfeb2ce35d4f5faffe?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T22:48:20.933,,6511458
7612,DR HMF,0,0,2016-06-01T22:56:53.863,https://lh5.googleusercontent.com/-IDOQhqC8GhY/AAAAAAAAAAI/AAAAAAAAAk4/QVm_6Vzumew/photo.jpg?sz=128,,1,,23,0,2016-06-01T22:56:53.863,"<p>Amante de la programación, novato de la misma. <br/>Interesado en aprender de todo, dedicarle todo el tiempo que sea necesario.</p><br/>",8556785
7613,Daniel Perez,0,0,2016-06-01T23:00:02.770,https://www.gravatar.com/avatar/fc0be530fe7049325a79212ba3fc2ae0?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-01T23:00:02.770,,8556796
7614,felipe reyes perilla,0,0,2016-06-04T23:21:19.030,https://lh3.googleusercontent.com/-ujT3YdlN2_g/AAAAAAAAAAI/AAAAAAAAABM/QFgg22oSJ1k/photo.jpg,,1,,,0,2016-06-01T23:38:45.087,,8556912
7615,Andres Guillermo Castellanos A,1,0,2016-09-01T17:20:09.173,https://www.gravatar.com/avatar/5a525ec1279fb82040b9f6ce6f14dd61?s=128&d=identicon&r=PG&f=1,,50,,,0,2016-06-01T23:48:52.753,,8556942
7616,Nestor Silva,0,0,2016-06-02T00:05:59.940,https://graph.facebook.com/10201749325730324/picture?type=large,,1,,,0,2016-06-02T00:05:59.940,,8556993
7617,Daner Aguilar,0,0,2016-06-08T01:37:28.333,https://graph.facebook.com/1152324941466090/picture?type=large,,1,,,0,2016-06-02T00:46:02.553,,8557108
7618,user3817346,0,0,2016-06-02T01:20:31.797,https://www.gravatar.com/avatar/c7fdb0f660f8e317f08c99d4eb237bfe?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T01:20:31.797,,1322413
7619,Ricardo A. Henriquez,0,0,2016-06-06T19:03:24.697,https://www.gravatar.com/avatar/c0bc1f7aff261691053532d88d9276fc?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T01:44:57.777,,8557291
7620,Alex Lopez Stark,0,0,2016-06-03T21:32:50.230,https://graph.facebook.com/1092985850757447/picture?type=large,,1,,,0,2016-06-02T01:46:40.237,,8557292
7621,Guillermo Vargas,11,0,2016-08-31T19:07:49.367,https://lh3.googleusercontent.com/-AXhxieSGH8c/AAAAAAAAAAI/AAAAAAAABds/1lG5k8pbTkU/photo.jpg,,127,,,18,2016-06-02T01:56:59.743,,8557336
7622,daniel del rio cruz,0,0,2016-08-23T21:02:38.467,https://www.gravatar.com/avatar/b7698fdf52653fc8623215a1e3ec33b8?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T02:04:26.210,,8408843
7623,Lucas Vargas,0,0,2016-06-02T02:46:52.460,https://lh6.googleusercontent.com/-PdHppMFYAXw/AAAAAAAAAAI/AAAAAAAAB0E/l7o93O7W75s/photo.jpg?sz=128,,1,,,0,2016-06-02T02:46:52.460,,8208721
7624,Lewis Yuburí,0,0,2016-08-25T00:01:21.973,https://lh5.googleusercontent.com/-6gthcdYWFec/AAAAAAAAAAI/AAAAAAAACEE/5d_ka9jDmN8/photo.jpg?sz=128,http://yubb.me,16,Venezuela,22,0,2016-06-02T03:32:10.880,<p>By day: I'm web developer as profession</p><br/><br/><p>By night: I'm web developer as hobby</p><br/><br/><p>I love the WWW.</p><br/>,5377650
7625,David del Hierro,0,0,2016-06-03T07:18:52.907,https://www.gravatar.com/avatar/ea74791f3bbe07e4793ed11cff2cd7cf?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T06:48:50.043,,8558496
7626,ZaZZ,0,0,2016-07-18T07:12:29.967,https://www.gravatar.com/avatar/c27cad324253f0a0056e3313e2978a33?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-06-02T09:00:15.747,,7613019
7627,Learning and sharing,0,0,2016-07-24T15:55:41.413,https://i.stack.imgur.com/rRTLl.png?s=128&g=1,,111,LA,29,3,2016-06-02T09:53:53.117,"<p>Lover of technology, every day is a learning experience.</p><br/>",5566417
7628,Luis Usero Reyes,0,0,2016-06-02T10:46:13.900,https://graph.facebook.com/10208018698879174/picture?type=large,,1,,,0,2016-06-02T10:13:45.380,,8559723
7629,estebanm,0,0,2016-07-18T20:48:07.267,https://www.gravatar.com/avatar/909bdfbc0be7c362c267e05e42ddd2fe?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T11:28:46.313,,8560155
7630,JoseDx20,0,0,2016-06-02T13:49:42.453,https://www.gravatar.com/avatar/74bf294ad2a7c1f43ff6c6c300c0c98f?s=128&d=identicon&r=PG,,1,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",26,0,2016-06-02T13:33:50.797,<p><strong>NIGHT:</strong> Dota2. Redbull. Music.<br/><br/><br/><strong>DAY:</strong> Developing</p><br/>,1404701
7631,Sebastian Fein,0,0,2016-06-02T13:58:00.157,https://i.stack.imgur.com/GPInl.jpg?s=128&g=1,,101,,,0,2016-06-02T13:58:00.157,,2500230
7632,user3500012,1,0,2016-06-03T15:29:55.563,https://www.gravatar.com/avatar/b059531556e89587e8d1da4c119e222c?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T14:14:10.617,,4280478
7633,Arsenio Lupín,0,0,2016-06-14T12:38:19.243,https://i.stack.imgur.com/r2EuG.png,,26,,,0,2016-06-02T14:17:37.280,,8561257
7634,lascarayf,0,0,2016-06-02T14:56:22.553,https://www.gravatar.com/avatar/a92d5ded5193646a460777664eb3b23b?s=128&d=identicon&r=PG,,1,"Buenos Aires, Argentina",37,0,2016-06-02T14:56:22.553,<p>;)</p><br/>,389928
7635,normeno,0,0,2016-08-18T01:18:40.200,https://www.gravatar.com/avatar/5d1ab9f6af73414946bd1b1221fd56cf?s=128&d=identicon&r=PG&f=1,http://normeno.com,1,Chile,27,0,2016-06-02T15:01:09.177,,3465827
7636,Antonio Saavedra,0,0,2016-06-02T15:24:08.957,https://graph.facebook.com/1116187561756566/picture?type=large,,1,,,0,2016-06-02T15:24:08.957,,8561741
7637,Yeison Ordoñez,0,0,2016-06-06T19:21:59.430,,,8,,,0,2016-06-02T15:40:54.813,,8561860
7638,Julio Rafael,1,0,2016-06-03T15:17:54.887,https://graph.facebook.com/10207628690330007/picture?type=large,,1,,,0,2016-06-02T15:46:01.690,,8476392
7639,M. Triguero,0,0,2016-06-03T10:09:32.683,https://i.stack.imgur.com/1Esj6.jpg,,1,Spain,,0,2016-06-02T15:47:12.520,,8558654
7640,Lvcios,0,0,2016-06-02T16:52:11.730,https://i.stack.imgur.com/rMjgD.png?s=128&g=1,http://lucioflores.com,1,"Mexico City, Mexico",26,0,2016-06-02T16:52:11.730,"<p>Currently I work as a .NET developer. I'm interested on technologies for cross-platform mobile development like Xamarin and Cordova. Also I like build and design classic desktop apps for Windows. I like explore the internet to find new ways to do the things and get more knowledge. Also I enjoy talking about how the things I learned have been useful for me and how could it help for another developments. </p><br/><br/><p>So, How Did I start to programming? Once, a saturday I was at home when suddenly a man told if I want to learn some how to use a computer. I said ""yes, sure"". Back in then, I was 14 and I didn't know how much it can be done through programming. </p><br/><br/><p>Also I practices martial arts, Karate-Do Shito-ryu to be exactly. I like outside sports like trekking, light climbing and racewalking.</p><br/>",3080295
7641,Rodrigo Somarriba Chavarría,0,0,2016-06-02T20:21:33.187,https://graph.facebook.com/1006345159441018/picture?type=large,,1,,,0,2016-06-02T16:55:23.243,,8562316
7642,Oscar Alca,0,0,2016-06-02T16:58:05.197,https://lh3.googleusercontent.com/-5cW7yvRXBlM/AAAAAAAAAAI/AAAAAAAAk50/iKUNN6ASEDM/photo.jpg?sz=128,,1,,,0,2016-06-02T16:58:05.197,,1810265
7643,Gerardo Figueroa,0,0,2016-06-09T16:43:11.553,https://www.gravatar.com/avatar/d7c8396037e17b1a731b6ebf72b51558?s=128&d=identicon&r=PG&f=1,,11,,,0,2016-06-02T17:08:43.580,,8562390
7644,Sebastián Guerra,0,0,2016-06-02T21:32:10.657,https://graph.facebook.com/10209511730612450/picture?type=large,,1,,,0,2016-06-02T17:28:12.183,,8562505
7645,Luis Martin,0,0,2016-06-03T06:37:11.740,https://www.gravatar.com/avatar/61cbe706526f3d64f863f8ed67eb4562?s=128&d=identicon&r=PG,,106,,,0,2016-06-02T17:34:51.827,,949988
7646,JorgeArana,0,0,2016-06-02T18:23:30.483,https://www.gravatar.com/avatar/6a7fca596fa126ef5bf9dfd3a9fb8944?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T18:04:11.443,,8562682
7647,wilo087,0,0,2016-06-02T18:10:07.183,https://i.stack.imgur.com/nMenr.jpg?s=128&g=1,http://softnet.do,1,Dominican Republic,,0,2016-06-02T18:10:07.183,,4868125
7648,FUUNK1000,0,0,2016-06-02T18:25:12.007,https://www.gravatar.com/avatar/ab1176c6f3ed4db91ce7aee4d8506900?s=128&d=identicon&r=PG&f=1,,101,,,0,2016-06-02T18:25:12.007,,7547768
7649,hG.net,0,0,2016-06-02T18:53:55.633,,,1,,,0,2016-06-02T18:53:55.633,,8562947
7650,hg.net,0,0,2016-06-02T19:05:49.637,,,1,,,0,2016-06-02T19:05:49.637,,8563015
7651,brodriguezs,0,0,2016-06-02T19:10:15.133,https://www.gravatar.com/avatar/16a1b9fcf8b9f8918b91361809def7fa?s=128&d=identicon&r=PG&f=1,http://www.quicklyapps.com,1,Bogotá Colombia,25,0,2016-06-02T19:10:15.133,"<p>Junior Developer, Guitarist and Martial Artist</p><br/>",3955804
7652,Harwin Galvis,0,0,2016-06-16T13:18:39.873,https://www.gravatar.com/avatar/4f468538de0379e4bd48e6d90a3766b8?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T19:19:40.877,,6897097
7653,Israel CM,0,0,2016-08-18T16:53:22.443,https://lh4.googleusercontent.com/-n_wfNStMyac/AAAAAAAAAAI/AAAAAAAAAHI/hVsN7tZX6aM/photo.jpg,,1,,,0,2016-06-02T20:02:14.760,,8563315
7654,santiago,0,0,2016-08-09T00:57:33.843,,,1,,,0,2016-06-02T20:09:02.613,,8563350
7655,SlyferMC,0,0,2016-06-02T22:41:16.303,https://i.stack.imgur.com/ud20N.gif,,1,,,0,2016-06-02T21:32:44.637,,8563721
7656,Reinier Hernández Ávila,0,0,2016-06-06T16:55:12.007,https://www.gravatar.com/avatar/7d9e49685e71a36ab06ee24b4ecb8119?s=128&d=identicon&r=PG,,1,"Holguín, Cuba",22,0,2016-06-02T21:34:42.233,<p>I love programming in python</p><br/>,8297203
7657,Chaveztic,0,0,2016-06-02T22:03:57.080,https://www.gravatar.com/avatar/dc2c00bfee7b8d30481392940c3d2ff1?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T22:03:57.080,,7489516
7658,FREDMAZTERZ,0,0,2016-06-02T22:10:36.647,https://www.gravatar.com/avatar/72f1f6c2996147ad960e978f68b5c201?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T22:10:36.647,,8563871
7659,Aliber,0,0,2016-06-02T22:54:17.130,https://www.gravatar.com/avatar/b6ffe53ffefb619242c99554f6baad5f?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T22:35:39.667,,7631311
7660,alienth,0,0,2016-06-03T00:07:13.847,https://www.gravatar.com/avatar/b9b2107f9e50d9f9d78282260b581011?s=128&d=identicon&r=PG,,101,,,0,2016-06-02T22:37:29.077,<p>I'm a Site Reliability Engineer for Stack Exchange.</p><br/>,4548420
7661,Pako LordPakus,12,14,2016-08-27T17:30:11.667,https://www.gravatar.com/avatar/5e836b851db269bdc06936b841d81f6c?s=128&d=identicon&r=PG&f=1,http://googleappscriptsweb.blogspot.com.es/,491,,32,323,2016-06-02T22:43:53.593,"<p>Laboralmente soy programador de C/C++ con más de 10 años de experiencia, por pura diversión programo en Google Apps Script.</p><br/><br/><p>GAS es un lenguaje que descubrí hace relativamente poco (un par de años) pero que sus capacidades nunca han dejado de sorprenderme. Tanto es así que estoy escribiendo un blog para ayudar a la gente a aprender a programar en Google Apps Script, así de paso también aprendo yo: <a href=""http://googleappscriptsweb.blogspot.com.es/"" rel=""nofollow"">http://googleappscriptsweb.blogspot.com.es/</a></p><br/><br/><p>No se que más decir, si alguien tiene mas dudas de mi, que me invite a una cerveza y le explico el resto.  :)</p><br/>",8563988
7662,josé manuel Mateos Terrén,1,0,2016-06-14T07:01:27.450,https://lh3.googleusercontent.com/-ACfD77We5yo/AAAAAAAAAAI/AAAAAAAAAEM/H14Y1Bxc-1I/photo.jpg?sz=128,,6,,,0,2016-06-02T22:50:06.017,,8520216
7663,ProgramadorWeb,0,0,2016-06-02T22:51:48.060,https://www.gravatar.com/avatar/b63ec755bcf568f85b26f4751e057649?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-02T22:51:48.060,,8564012
7664,Santiago Antúnez Tiscornia,0,0,2016-06-05T16:16:13.500,https://i.stack.imgur.com/pwkci.jpg,,1,,,0,2016-06-02T23:38:44.883,,8564146
7665,Tony Perla Street,0,0,2016-06-03T00:03:49.590,https://graph.facebook.com/100001521398672/picture?type=large,,1,,,0,2016-06-03T00:03:49.590,,3535601
7666,Jann,2,0,2016-06-03T18:56:48.143,https://www.gravatar.com/avatar/18c429bd2413ccc8c1d7f58611e9f4f4?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T00:15:02.333,,8564232
7667,edgar lezama,0,0,2016-06-03T00:15:17.607,https://www.gravatar.com/avatar/f44bb17a8b874f27423f77c67b5eb5b2?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T00:15:17.607,,8564234
7668,Giancarlo Guillén Cotrina,0,0,2016-06-03T00:30:30.213,https://graph.facebook.com/10208906559277566/picture?type=large,,1,,,0,2016-06-03T00:30:30.213,,8564271
7669,Oscar,0,0,2016-08-08T16:55:34.827,https://www.gravatar.com/avatar/9f7dbd7eec4edfe23fa2cc8fffdccebe?s=128&d=identicon&r=PG&f=1,,101,"Tunja, Colombia",,0,2016-06-03T00:34:07.323,,1888435
7670,Nico's,0,0,2016-06-03T01:30:15.040,https://www.gravatar.com/avatar/f085dbaa88677bb7ce616a28bb4b582c?s=128&d=identicon&r=PG,,1,"Buenos Aires, Argentina",40,0,2016-06-03T01:30:15.040,,531820
7671,pedro javier,6,0,2016-06-03T01:35:19.807,https://lh4.googleusercontent.com/-vWjTnVIxGNk/AAAAAAAAAAI/AAAAAAAAAB8/m5DdaC05W5k/photo.jpg,,1,,,0,2016-06-03T01:35:19.807,,8564445
7672,Félix Ly,0,0,2016-06-03T02:39:46.860,https://graph.facebook.com/808762162587739/picture?type=large,,1,,,0,2016-06-03T02:39:46.860,,8564670
7673,neosoft2014,0,0,2016-06-03T02:45:44.953,https://www.gravatar.com/avatar/d8f5914c24fafceeed4b1f6449677493?s=128&d=identicon&r=PG&f=1,https://www.bachecubano.com,1,Havana,30,0,2016-06-03T02:45:44.953,"<p>PHP Lover, Family lover, CEO at <a href=""https://www.bachecubano.com"" rel=""nofollow"">https://www.bachecubano.com</a></p><br/>",5954888
7674,Esteban,0,0,2016-07-20T17:14:48.840,https://www.gravatar.com/avatar/00b3336a1c1ae02bea1378912023b36e?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T05:27:22.650,,8565228
7675,Grecia Triana,0,0,2016-06-03T16:02:47.437,https://graph.facebook.com/1200171430013140/picture?type=large,,1,,,0,2016-06-03T06:32:27.213,,8565501
7676,Paco,0,0,2016-06-03T08:26:21.883,https://www.gravatar.com/avatar/d6a1bc2b0dbe2f273c442806f21068b4?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T07:16:56.770,,8565542
7677,repollo,0,0,2016-06-03T07:24:54.163,https://www.gravatar.com/avatar/27e8538fcb63caaca752de3ca004af14?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T07:24:54.163,,8565787
7678,agarcia,0,0,2016-07-27T12:34:01.047,https://www.gravatar.com/avatar/a75ef393a85bc8bb78839c3427bf5cb5?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T08:55:31.017,,8566275
7679,Juan Rodríguez,0,0,2016-06-09T06:54:13.580,https://www.gravatar.com/avatar/0336c5ab93f15f86fbe0e3cf90b45e0e?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-06-03T09:06:56.223,,8566343
7680,Oriol Jurado Paliès,0,0,2016-06-03T11:06:56.323,https://i.stack.imgur.com/kK7Ib.png?s=128&g=1,,1,,,0,2016-06-03T11:06:56.323,,7881525
7681,Jhosman,0,0,2016-06-03T12:52:30.470,https://www.gravatar.com/avatar/6ea646c8a00d8e4f8093ff17e7b543a1?s=128&d=identicon&r=PG,,1,"Bogota, Colombia",,0,2016-06-03T12:52:30.470,,3756735
7682,BRYAN  ORELLANA ,0,0,2016-06-03T13:32:35.660,https://lh6.googleusercontent.com/-_5vLPOGpkrg/AAAAAAAAAAI/AAAAAAAAALc/YS5mlPVQvJU/photo.jpg,,6,,,0,2016-06-03T13:17:32.150,,8567676
7683,josecash,0,0,2016-06-03T13:46:05.847,https://www.gravatar.com/avatar/d601a833bafb37974af68ea644d4bebc?s=128&d=identicon&r=PG,,1,,,0,2016-06-03T13:46:05.847,,2238726
7684,DavidD,0,0,2016-06-03T14:31:24.413,https://www.gravatar.com/avatar/bc94f689e20bc19b9c0c3ed9eef4e471?s=128&d=identicon&r=PG,,1,Spain,,0,2016-06-03T14:31:24.413,,1418609
7685,Lorena,0,0,2016-08-02T02:40:39.317,https://www.gravatar.com/avatar/37caca7fb66f363fb668dd66b55c7e8d?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T14:35:31.680,,8201224
7686,Topi hernandez,2,0,2016-06-29T00:57:54.053,https://lh3.googleusercontent.com/-le7R-s-3onQ/AAAAAAAAAAI/AAAAAAAAAFY/0cYuyuBBTEQ/photo.jpg?sz=128,,18,,,2,2016-06-03T15:02:12.880,,8402955
7687,Federico Peker,0,0,2016-08-31T19:57:23.307,https://lh4.googleusercontent.com/-x_m9Iwgl9BI/AAAAAAAAAAI/AAAAAAAAAGM/UwhnkZLmax4/photo.jpg,,1,,,0,2016-06-03T15:14:26.657,,8568380
7688,Miguel Rodriguez,0,0,2016-06-03T16:01:31.793,https://i.stack.imgur.com/jkVtQ.jpg?s=128&g=1,,1,,,0,2016-06-03T16:01:31.793,,3468993
7689,Pablo,0,0,2016-06-03T16:07:42.973,https://www.gravatar.com/avatar/e09f81db97a9e3eff587bcf845261b74?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T16:07:42.973,,6535412
7690,Carlos Obregon,0,0,2016-06-07T16:30:49.713,https://lh6.googleusercontent.com/-cPDCd4AOgdk/AAAAAAAAAAI/AAAAAAAAAZo/2yNlGT1M99Y/photo.jpg?sz=128,,1,,,0,2016-06-03T17:28:11.123,,8553693
7691,Nicolas,0,0,2016-06-03T19:46:39.833,https://www.gravatar.com/avatar/24a35f9347cb0c7c4b2461a16c48dc04?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T18:31:37.817,,4931726
7692,Renato,1,0,2016-06-24T19:04:44.690,https://www.gravatar.com/avatar/6a8e7e329d20c28ac09a29f90b520945?s=128&d=identicon&r=PG&f=1,,8,,,0,2016-06-03T18:51:30.893,,8569452
7693,Danilo Velasquez,0,0,2016-07-01T02:07:56.457,https://i.stack.imgur.com/4Yi7e.jpg?s=128&g=1,,1,"Santiago, Chile",31,0,2016-06-03T19:09:31.150,"<p>JS Enthusiast, learning, coding, sharing, improving.</p><br/>",3565371
7694,Alexander Quiroz,4,0,2016-08-31T13:57:40.663,https://i.stack.imgur.com/eGFYV.jpg?s=128&g=1,http://info-mat.com,102,Dominican Republic,35,2,2016-06-03T19:39:54.950,"<p>Poco que decir, Musico Guitarrista , Amo la musica Rock.</p><br/><br/><p>Disenador de Profesion, Apasionado con la Tecnologia , Desarrollador y Arquiitecto de Aplicaciones web</p><br/>",3286793
7695,rayo,0,0,2016-06-06T15:45:55.897,https://www.gravatar.com/avatar/b7822076335affaab57141b92073eec2?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-06-03T19:51:50.543,,6847918
7696,Alejandro Vilariño,0,0,2016-06-03T19:53:06.167,https://graph.facebook.com/10208994561918256/picture?type=large,,1,,,0,2016-06-03T19:53:06.167,,8077038
7697,Juan Franco,1,0,2016-06-07T13:58:30.313,https://www.gravatar.com/avatar/89e1b5ed095826d9418237d5747e057f?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T20:22:29.657,,8569868
7698,Manuel Simpson,0,0,2016-06-03T21:09:37.103,https://www.gravatar.com/avatar/1c065623ac7e94994678f2ab9a94ef6e?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-03T21:09:37.103,,8570056
7699,Carlos Mercado Almonte,0,0,2016-06-03T21:39:09.683,https://lh4.googleusercontent.com/-yTi7REXv0TU/AAAAAAAAAAI/AAAAAAAAAVY/pYMv-WuwhCE/photo.jpg,,1,,,0,2016-06-03T21:39:09.683,,8570169
7700,Ruvalcaba,0,0,2016-06-03T22:42:37.980,https://i.stack.imgur.com/kJAIX.png?s=128&g=1,,1,"Guadalajara, Jalisco, México",19,0,2016-06-03T21:40:31.157,"<p>Estudiante de ingeniería en ciencias computacionales, emprendedor y fan de los negocios.</p><br/>",8570177
7701,jose dario muñoz realpe,2,0,2016-06-07T04:19:26.997,https://lh6.googleusercontent.com/-PYyELr88DBE/AAAAAAAAAAI/AAAAAAAAAZU/FR7GDWQZQg8/photo.jpg?sz=128,,1,,,0,2016-06-03T21:52:35.277,,8570208
7702,user3546128,0,0,2016-06-03T22:45:11.080,https://graph.facebook.com/1200046068/picture?type=large,,1,,,0,2016-06-03T22:45:11.080,,4343453
7703,Robles,1,0,2016-08-19T17:15:06.453,https://www.gravatar.com/avatar/7e6d055af1d536e483f7eeca45a1b196?s=128&d=identicon&r=PG,,103,"Lima, Perú",,39,2016-06-03T23:50:41.013,"<p>Físico de profesión, a quien le encanta programar.</p><br/>",2743381
7704,Rara Herher,0,0,2016-07-13T14:19:22.207,https://www.gravatar.com/avatar/7298df98b5ada4118b61ec8c58d72ed7?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-06-04T00:34:07.773,,4885859
7705,Juan Algaba,0,0,2016-08-12T19:29:46.297,https://www.gravatar.com/avatar/3d0d0edb6b65707213b5c452d7b4cc45?s=128&d=identicon&r=PG,,41,,,0,2016-06-04T02:09:35.153,,8514572
